master_project_en,project_name_en,growth_stage,property_type_en,median_price,price_per_sqm,transaction_count,earliest_transaction_year,developer_name
Jumeirah Village Circle,Westwood Grande by Imtiaz,Off-Plan or Launch,Land,8768750.0,7833.005174843653,2,2014.0,Unknown / Mixed
Jumeirah Village Circle,Westwood Grande by Imtiaz,Stabilized / Legacy,Unit,932800.0,16097.097370861124,21,2025.0,Unknown / Mixed
Jumeirah Village Circle,joya verde residences dubai,Early Growth,Unit,617446.0,9388.217548002596,30,2018.0,Unknown / Mixed
Jumeirah Village Circle,joya verde residences dubai,Maturity,Unit,476677.5,8378.055328449791,90,2019.0,Unknown / Mixed
Jumeirah Village Circle,joya verde residences dubai,Off-Plan or Launch,Building,11471000.0,3848.037571284804,1,2015.0,Unknown / Mixed
Jumeirah Village Circle,joya verde residences dubai,Stabilized / Legacy,Land,792000.0,21324.717285945077,1,2024.0,Unknown / Mixed
Jumeirah Village Circle,joya verde residences dubai,Stabilized / Legacy,Unit,580000.0,10583.993214102373,35,2023.0,Unknown / Mixed
Jumeirah Village Triangle,555 PARK VIEWS,Maturity,Unit,1072032.0,13017.74651699953,54,2024.0,Unknown / Mixed
Jumeirah Village Triangle,555 PARK VIEWS,Off-Plan or Launch,Land,9000000.0,3722.316414493687,3,2013.0,Unknown / Mixed
Jumeirah Village Triangle,555 PARK VIEWS,Stabilized / Legacy,Unit,780000.0,8388.61957568242,2,2025.0,Unknown / Mixed
Jumeirah Village Triangle,AL BUROOJ RESIDENCE 1,Early Growth,Villa,1682500.0,9393.67628759482,2,2020.0,Unknown / Mixed
Jumeirah Village Triangle,AL BUROOJ RESIDENCE 1,Maturity,Villa,1983000.0,9853.782634847968,4,2022.0,Unknown / Mixed
Jumeirah Village Triangle,AL BUROOJ RESIDENCE 1,Off-Plan or Launch,Villa,1900000.0,8475.02597487376,13,2014.0,Unknown / Mixed
Jumeirah Village Triangle,AL MANARAH TOWER,Early Growth,Unit,424609.0,6700.4868053248765,12,2020.0,Unknown / Mixed
Jumeirah Village Triangle,AL MANARAH TOWER,Maturity,Unit,520000.0,8723.646415020843,99,2022.0,Unknown / Mixed
Jumeirah Village Triangle,AL MANARAH TOWER,Off-Plan or Launch,Building,21693200.0,9726.496646221169,1,2014.0,Unknown / Mixed
Jumeirah Village Triangle,AL MANARAH TOWER,Off-Plan or Launch,Unit,658750.0,10600.38254633127,185,2016.0,Unknown / Mixed
Jumeirah Village Triangle,BELMONT RESIDENCES ,Early Growth,Unit,1590828.0,16096.615214792551,19,2024.0,Unknown / Mixed
Jumeirah Village Triangle,BELMONT RESIDENCES ,Off-Plan or Launch,Land,7299750.0,3109.584664536741,2,2009.0,Unknown / Mixed
Jumeirah Village Triangle,BELMONT RESIDENCES ,Off-Plan or Launch,Unit,1212828.0,15377.21414394847,40,2023.0,Unknown / Mixed
Jumeirah Village Triangle,Bali Residences,Early Growth,Land,1223713.0,484.3760019316253,1,2015.0,Unknown / Mixed
Jumeirah Village Triangle,Bali Residences,Off-Plan or Launch,Land,7807400.0,2727.148702156322,3,2012.0,Unknown / Mixed
Jumeirah Village Triangle,Bali Residences,Stabilized / Legacy,Unit,635000.0,11379.161590787931,164,2023.0,Unknown / Mixed
Jumeirah Village Triangle,CELESTICA,Off-Plan or Launch,Building,12377600.0,4897.810594459415,2,2008.0,Unknown / Mixed
Jumeirah Village Triangle,CELESTICA,Off-Plan or Launch,Unit,609061.0,11163.768753426364,2,2009.0,Unknown / Mixed
Jumeirah Village Triangle,CLOUD Tower ,Maturity,Building,15000000.0,3323.7535370277224,1,2018.0,Unknown / Mixed
Jumeirah Village Triangle,CLOUD Tower ,Off-Plan or Launch,Building,14848000.0,6800.683366081775,1,2014.0,Unknown / Mixed
Jumeirah Village Triangle,CLOUD Tower ,Stabilized / Legacy,Unit,679082.5,12567.545937632503,234,2022.0,Unknown / Mixed
Jumeirah Village Triangle,Cavendish Square,Early Growth,Unit,637341.0,16159.855360419606,17,2025.0,Unknown / Mixed
Jumeirah Village Triangle,Cavendish Square,Off-Plan or Launch,Land,13200000.0,5164.379863613423,1,2023.0,Unknown / Mixed
Jumeirah Village Triangle,Cavendish Square,Off-Plan or Launch,Unit,636555.0,15447.538422217132,84,2024.0,Unknown / Mixed
Jumeirah Village Triangle,EDMONTON ELM,Early Growth,Unit,560000.0,7429.443797343236,36,2023.0,Unknown / Mixed
Jumeirah Village Triangle,EDMONTON ELM,Maturity,Unit,610560.0,9090.500738373195,11,2025.0,Unknown / Mixed
Jumeirah Village Triangle,EDMONTON ELM,Off-Plan or Launch,Building,6171200.0,3087.004587087125,1,2008.0,Unknown / Mixed
Jumeirah Village Triangle,EDMONTON ELM,Off-Plan or Launch,Unit,576000.0,8022.2151040310255,71,2013.0,Unknown / Mixed
Jumeirah Village Triangle,Emerald Vision Tower ,Early Growth,Unit,1110000.0,15201.522065019468,9,2024.0,Unknown / Mixed
Jumeirah Village Triangle,Emerald Vision Tower ,Maturity,Unit,1230500.0,16200.585988805762,12,2025.0,Unknown / Mixed
Jumeirah Village Triangle,Emerald Vision Tower ,Off-Plan or Launch,Land,13630000.0,3079.935159940238,3,2008.0,Unknown / Mixed
Jumeirah Village Triangle,FH Residency,Off-Plan or Launch,Land,17235800.0,6816.745436927762,2,2008.0,Unknown / Mixed
Jumeirah Village Triangle,FH Residency,Stabilized / Legacy,Unit,945246.0,15357.292655734936,132,2024.0,Unknown / Mixed
Jumeirah Village Triangle,Fashionz 1 By Danube,Maturity,Building,60000000.0,9781.226565811354,1,2018.0,Unknown / Mixed
Jumeirah Village Triangle,Fashionz 1 By Danube,Off-Plan or Launch,Building,34076620.0,5555.185680284308,2,2009.0,Unknown / Mixed
Jumeirah Village Triangle,Fashionz 1 By Danube,Stabilized / Legacy,Unit,1013500.0,19715.38499870969,500,2023.0,Unknown / Mixed
Jumeirah Village Triangle,GREEN PARK,Early Growth,Unit,725000.0,10485.860851299483,24,2016.0,Unknown / Mixed
Jumeirah Village Triangle,GREEN PARK,Maturity,Unit,445000.0,6145.8652671518885,20,2018.0,Unknown / Mixed
Jumeirah Village Triangle,GREEN PARK,Off-Plan or Launch,Unit,670187.5,9266.438598246814,96,2012.0,Unknown / Mixed
Jumeirah Village Triangle,GREEN PARK,Stabilized / Legacy,Unit,610000.0,7132.446472210428,39,2022.0,Unknown / Mixed
Jumeirah Village Triangle,GUZEL TOWERS,Early Growth,Unit,666760.0,14158.080426908828,69,2025.0,Unknown / Mixed
Jumeirah Village Triangle,GUZEL TOWERS,Off-Plan or Launch,Building,51543400.0,13379.243386187109,3,2008.0,Unknown / Mixed
Jumeirah Village Triangle,Golden Wood Views,Early Growth,Unit,633871.0,7421.303535482772,30,2022.0,Unknown / Mixed
Jumeirah Village Triangle,Golden Wood Views,Maturity,Unit,905000.0,8179.642166031615,12,2024.0,Unknown / Mixed
Jumeirah Village Triangle,Golden Wood Views,Off-Plan or Launch,Building,3700000.0,1903.429259308798,1,2011.0,Unknown / Mixed
Jumeirah Village Triangle,Golden Wood Views,Off-Plan or Launch,Unit,718952.0,8626.55242250744,41,2020.0,Unknown / Mixed
Jumeirah Village Triangle,Golden Wood Views -1,Early Growth,Unit,1618333.0,11163.52462393332,4,2024.0,Unknown / Mixed
Jumeirah Village Triangle,Golden Wood Views -1,Off-Plan or Launch,Land,6394700.0,3067.7527836545155,1,2013.0,Unknown / Mixed
Jumeirah Village Triangle,Golden Wood Views -1,Off-Plan or Launch,Unit,891170.0,11015.398974736789,62,2022.0,Unknown / Mixed
Jumeirah Village Triangle,IMPERIAL RESIDENCE,Early Growth,Land,17402000.0,324906.6467513069,1,2017.0,Unknown / Mixed
Jumeirah Village Triangle,IMPERIAL RESIDENCE,Early Growth,Unit,886861.0,10663.023288740573,219,2016.0,Unknown / Mixed
Jumeirah Village Triangle,IMPERIAL RESIDENCE,Maturity,Unit,600000.0,7059.982818900356,116,2018.0,Unknown / Mixed
Jumeirah Village Triangle,IMPERIAL RESIDENCE,Off-Plan or Launch,Unit,991575.0,11431.126880702275,495,2009.0,Unknown / Mixed
Jumeirah Village Triangle,IMPERIAL RESIDENCE,Stabilized / Legacy,Unit,700000.0,7820.575817113848,155,2022.0,Unknown / Mixed
Jumeirah Village Triangle,LEVEN RESIDENCES,Off-Plan or Launch,Land,10000000.0,7141.625139684897,3,2016.0,Unknown / Mixed
Jumeirah Village Triangle,LEVEN RESIDENCES,Stabilized / Legacy,Land,34000000.0,14814.814814814816,1,2024.0,Unknown / Mixed
Jumeirah Village Triangle,Luminar Tower 2,Early Growth,Land,1482897.0,870.3478567060175,3,2021.0,Unknown / Mixed
Jumeirah Village Triangle,Luminar Tower 2,Maturity,Land,25091040.0,15500.064864063455,1,2024.0,Unknown / Mixed
Jumeirah Village Triangle,Luminar Tower 2,Maturity,Unit,980859.0,16040.020104493382,66,2024.0,Unknown / Mixed
Jumeirah Village Triangle,Luminar Tower 2,Off-Plan or Launch,Land,16004555.0,10855.636532847771,2,2015.0,Unknown / Mixed
Jumeirah Village Triangle,Luminar Tower 3,Off-Plan or Launch,Land,25750000.0,15905.469010587174,2,2015.0,Unknown / Mixed
Jumeirah Village Triangle,Luminar Tower 3,Off-Plan or Launch,Unit,1125558.5,14921.755782827588,34,2025.0,Unknown / Mixed
Jumeirah Village Triangle,Maya Residences 5,Maturity,Unit,1017975.0,11161.946079880909,57,2024.0,Unknown / Mixed
Jumeirah Village Triangle,Maya Residences 5,Off-Plan or Launch,Land,5825072.0,3013.8932293014063,1,2019.0,Unknown / Mixed
Jumeirah Village Triangle,Milestone Residences,Off-Plan or Launch,Land,6308900.0,3723.229092282543,1,2013.0,Unknown / Mixed
Jumeirah Village Triangle,Milestone Residences,Stabilized / Legacy,Land,5500000.0,3245.852685500481,1,2022.0,Unknown / Mixed
Jumeirah Village Triangle,Milestone Residences,Stabilized / Legacy,Unit,1127707.5,14456.567013948004,18,2024.0,Unknown / Mixed
Jumeirah Village Triangle,PARK ONE,Early Growth,Land,21309000.0,137815.28909584787,1,2017.0,Unknown / Mixed
Jumeirah Village Triangle,PARK ONE,Early Growth,Unit,825000.0,9953.561186474692,18,2017.0,Unknown / Mixed
Jumeirah Village Triangle,PARK ONE,Maturity,Land,4997800.0,34474.71890736014,1,2018.0,Unknown / Mixed
Jumeirah Village Triangle,PARK ONE,Maturity,Unit,765000.0,9011.900153541044,46,2018.0,Unknown / Mixed
Jumeirah Village Triangle,PARK ONE,Off-Plan or Launch,Building,9227500.0,3072.2373930110875,5,2008.0,Unknown / Mixed
Jumeirah Village Triangle,PARK ONE,Stabilized / Legacy,Unit,687500.0,8148.024543546553,40,2022.0,Unknown / Mixed
Jumeirah Village Triangle,PLAZZO RESIDENCE,Early Growth,Unit,498999.0,10389.999436197792,42,2017.0,Unknown / Mixed
Jumeirah Village Triangle,PLAZZO RESIDENCE,Maturity,Unit,475079.0,8117.818219081297,54,2018.0,Unknown / Mixed
Jumeirah Village Triangle,PLAZZO RESIDENCE,Off-Plan or Launch,Building,5785080.0,4539.810091815114,1,2014.0,Unknown / Mixed
Jumeirah Village Triangle,PLAZZO RESIDENCE,Stabilized / Legacy,Unit,525526.0,8674.574910426554,55,2022.0,Unknown / Mixed
Jumeirah Village Triangle,RED SQUARE,Off-Plan or Launch,Land,20367600.0,6820.506123105052,1,2014.0,Unknown / Mixed
Jumeirah Village Triangle,RED SQUARE,Stabilized / Legacy,Land,2036760.0,3679.783197831978,1,2023.0,Unknown / Mixed
Jumeirah Village Triangle,RED SQUARE,Stabilized / Legacy,Unit,603470.0,18093.31665871187,359,2024.0,Unknown / Mixed
Jumeirah Village Triangle,Santorini Residences by Loutraki,Early Growth,Land,63710000.0,36451.74763558551,1,2020.0,Unknown / Mixed
Jumeirah Village Triangle,Santorini Residences by Loutraki,Maturity,Unit,644500.0,18773.667346344308,1,2024.0,Unknown / Mixed
Jumeirah Village Triangle,Santorini Residences by Loutraki,Off-Plan or Launch,Land,51850000.0,29666.03539326807,2,2017.0,Unknown / Mixed
Jumeirah Village Triangle,Santorini Residences by Loutraki,Stabilized / Legacy,Unit,792388.0,17473.117888108958,20,2025.0,Unknown / Mixed
Jumeirah Village Triangle,Sonate Residences by Condor,Off-Plan or Launch,Land,14069800.0,6811.549298502116,1,2012.0,Unknown / Mixed
Jumeirah Village Triangle,Sonate Residences by Condor,Stabilized / Legacy,Land,13300000.0,6438.869470076202,1,2021.0,Unknown / Mixed
Jumeirah Village Triangle,Sonate Residences by Condor,Stabilized / Legacy,Unit,1051854.0,14832.43851709507,111,2024.0,Unknown / Mixed
Jumeirah Village Triangle,TERHAB HOTEL & TOWERS AT JUMEIRAH VILLAGE TRIANGLE ,Early Growth,Unit,630000.0,17551.507357702754,288,2016.0,Unknown / Mixed
Jumeirah Village Triangle,TERHAB HOTEL & TOWERS AT JUMEIRAH VILLAGE TRIANGLE ,Maturity,Unit,762734.0,18730.5894644354,73,2018.0,Unknown / Mixed
Jumeirah Village Triangle,TERHAB HOTEL & TOWERS AT JUMEIRAH VILLAGE TRIANGLE ,Off-Plan or Launch,Building,31734400.0,9693.38570843846,2,2008.0,Unknown / Mixed
Jumeirah Village Triangle,TERHAB HOTEL & TOWERS AT JUMEIRAH VILLAGE TRIANGLE ,Stabilized / Legacy,Unit,663983.0,17142.495667839692,73,2022.0,Unknown / Mixed
Jumeirah Village Triangle,THE IVY,Early Growth,Unit,867734.0,12320.624118248574,132,2023.0,Unknown / Mixed
Jumeirah Village Triangle,THE IVY,Maturity,Unit,1050000.0,14604.123267205365,19,2025.0,Unknown / Mixed
Jumeirah Village Triangle,THE IVY,Off-Plan or Launch,Land,22929250.0,7774.419188151844,2,2012.0,Unknown / Mixed
Jumeirah Village Triangle,THE IVY,Off-Plan or Launch,Unit,745336.0,11487.91621203429,76,2022.0,Unknown / Mixed
Jumeirah Village Triangle,THE VYNE RESIDENCES ,Off-Plan or Launch,Land,23509700.0,7819.468096429142,2,2008.0,Unknown / Mixed
Jumeirah Village Triangle,THE VYNE RESIDENCES ,Stabilized / Legacy,Land,24130000.0,8025.783619817998,1,2022.0,Unknown / Mixed
Jumeirah Village Triangle,THE VYNE RESIDENCES ,Stabilized / Legacy,Unit,1084222.0,15220.985446960296,151,2024.0,Unknown / Mixed
Jumeirah Village Triangle,TREPPAN TOWER,Early Growth,Unit,1155000.0,18997.62064666575,6,2025.0,Unknown / Mixed
Jumeirah Village Triangle,TREPPAN TOWER,Off-Plan or Launch,Land,41798298.5,19862.240960649306,2,2008.0,Unknown / Mixed
Jumeirah Village Triangle,Taraf 2 Residence,Maturity,Unit,995000.0,10127.633700651428,80,2022.0,Unknown / Mixed
Jumeirah Village Triangle,Taraf 2 Residence,Off-Plan or Launch,Land,9697700.0,3080.7572200531795,2,2008.0,Unknown / Mixed
Jumeirah Village Triangle,Taraf 2 Residence,Stabilized / Legacy,Land,10723283.0,3406.5635691889333,1,2024.0,Unknown / Mixed
Jumeirah Village Triangle,Taraf 2 Residence,Stabilized / Legacy,Unit,1400000.0,11851.745126328144,15,2024.0,Unknown / Mixed
Jumeirah Village Triangle,The One at Jumeirah Village Triangle ,Off-Plan or Launch,Building,70878077.0,19295.29987744792,3,2015.0,Unknown / Mixed
Jumeirah Village Triangle,The One at Jumeirah Village Triangle ,Off-Plan or Launch,Unit,1150000.0,35341.07560720166,424,2016.0,Unknown / Mixed
Jumeirah Village Triangle,WEST END TOWER,Off-Plan or Launch,Land,20100000.0,14653.02938624948,1,2014.0,Unknown / Mixed
Jumeirah Village Triangle,WINNER TOWER ,Off-Plan or Launch,Land,19300000.0,14073.20985853872,1,2014.0,Unknown / Mixed
Jumeirah Village Triangle,WINNER TOWER ,Stabilized / Legacy,Land,11185000.0,8155.899081230858,2,2022.0,Unknown / Mixed
Jumeirah Village Triangle,WINNER TOWER ,Stabilized / Legacy,Unit,1140849.0,14880.948668017098,65,2024.0,Unknown / Mixed
Jumeirah Village Triangle,ZaZEN One,Early Growth,Land,14260499.0,2690.974981979024,1,2021.0,Unknown / Mixed
Jumeirah Village Triangle,ZaZEN One,Maturity,Unit,1484000.0,10180.549422100246,107,2022.0,Unknown / Mixed
Jumeirah Village Triangle,ZaZEN One,Off-Plan or Launch,Land,16042749.5,3027.2880035022963,2,2018.0,Unknown / Mixed
Jumeriah Beach Residence  - JBR,Jumeirah Gate,Early Growth,Unit,4150000.0,44172.69895202415,228,2023.0,Unknown / Mixed
Jumeriah Beach Residence  - JBR,Jumeirah Gate,Maturity,Unit,4300000.0,43182.03552614076,45,2025.0,Unknown / Mixed
Jumeriah Beach Residence  - JBR,Jumeirah Gate,Off-Plan or Launch,Unit,3011885.0,29736.416798310915,1093,2016.0,Unknown / Mixed
Jumeriah Beach Residence  - JBR,La Vie ,Off-Plan or Launch,Unit,2798000.0,26420.358422053905,327,2019.0,Unknown / Mixed
Jumeriah Beach Residence  - JBR,THE ONE JBR,Early Growth,Unit,8550000.0,43408.56652014463,37,2022.0,Unknown / Mixed
Jumeriah Beach Residence  - JBR,THE ONE JBR,Maturity,Unit,12200000.0,51948.47307456498,6,2024.0,Unknown / Mixed
Jumeriah Beach Residence  - JBR,THE ONE JBR,Off-Plan or Launch,Unit,6450000.0,32208.06085521273,147,2016.0,Unknown / Mixed
LA MER,LA RIVE,Early Growth,Unit,2326300.0,25491.79549030624,13,2025.0,Unknown / Mixed
LA MER,LA RIVE,Off-Plan or Launch,Unit,2077000.0,22045.74987182469,299,2019.0,Unknown / Mixed
LA MER,Port De La Mer - La Sirene,Off-Plan or Launch,Unit,2275000.0,25707.037261162564,186,2021.0,Unknown / Mixed
LA MER,Port De La Mer - La Sirene 2,Off-Plan or Launch,Unit,2153695.0,24492.902745890988,151,2022.0,Unknown / Mixed
LA MER,Port De La Mer - La Voile,Early Growth,Unit,2352500.0,26400.39326550468,16,2025.0,Unknown / Mixed
LA MER,Port De La Mer - La Voile,Off-Plan or Launch,Unit,1850000.0,22141.972864949264,207,2019.0,Unknown / Mixed
LA MER,Port de La Mer - La Cote,Early Growth,Unit,2626070.0,25924.891285121037,59,2024.0,Unknown / Mixed
LA MER,Port de La Mer - La Cote,Off-Plan or Launch,Unit,2091500.0,20358.27097213768,456,2019.0,Unknown / Mixed
LA MER,Port de La Mer - Le Pont ,Early Growth,Unit,2545000.0,28184.13609765128,34,2024.0,Unknown / Mixed
LA MER,Port de La Mer - Le Pont ,Off-Plan or Launch,Unit,2136282.0,23886.146822801373,264,2019.0,Unknown / Mixed
LA MER,Sold Without Project for Meraas Estates,Off-Plan or Launch,Land,5387000.0,3229.267824815068,1,2021.0,Unknown / Mixed
LA MER,Sur La Mer,Early Growth,Villa,13897500.0,25454.584208552995,10,2025.0,Unknown / Mixed
LA MER,Sur La Mer,Off-Plan or Launch,Villa,6918850.0,18704.37734732816,168,2019.0,Unknown / Mixed
LA MER,Sur La Mer 2 ,Early Growth,Villa,12400000.0,26423.95204335836,4,2025.0,Unknown / Mixed
LA MER,Sur La Mer 2 ,Off-Plan or Launch,Villa,6547000.0,17585.309787250764,53,2019.0,Unknown / Mixed
Lakes - Deema 1,The Lakes - Deema 1,Early Growth,Villa,3150000.0,6708.815154961149,25,2010.0,Unknown / Mixed
Lakes - Deema 1,The Lakes - Deema 1,Maturity,Villa,3869000.0,7964.210367130066,59,2012.0,Unknown / Mixed
Lakes - Deema 1,The Lakes - Deema 1,Off-Plan or Launch,Villa,3579888.0,7896.711523576944,64,2008.0,Unknown / Mixed
Lakes - Deema 1,The Lakes - Deema 1,Stabilized / Legacy,Villa,4071500.0,9293.02895819003,80,2016.0,Unknown / Mixed
Lakes - Deema 2,The Lakes Deema 2,Early Growth,Villa,3161397.0,7197.430716514961,30,2010.0,Unknown / Mixed
Lakes - Deema 2,The Lakes Deema 2,Maturity,Villa,3687500.0,7714.756873569707,36,2012.0,Unknown / Mixed
Lakes - Deema 2,The Lakes Deema 2,Off-Plan or Launch,Villa,3732888.0,7966.567232591999,51,2008.0,Unknown / Mixed
Lakes - Deema 2,The Lakes Deema 2,Stabilized / Legacy,Villa,3815000.0,8160.848784187751,44,2016.0,Unknown / Mixed
Lakes - Deema 3,The Lakes Deema 3,Early Growth,Villa,3500000.0,6698.983229787886,21,2010.0,Unknown / Mixed
Lakes - Deema 3,The Lakes Deema 3,Maturity,Villa,3867500.0,7752.308299214808,49,2012.0,Unknown / Mixed
Lakes - Deema 3,The Lakes Deema 3,Off-Plan or Launch,Villa,3690972.5,7878.884195752214,56,2008.0,Unknown / Mixed
Lakes - Deema 3,The Lakes Deema 3,Stabilized / Legacy,Villa,3862263.5,9306.461102627867,60,2016.0,Unknown / Mixed
Lakes - Deema 4,The Lakes Deema 4,Early Growth,Villa,3227993.0,6385.681960522561,33,2010.0,Unknown / Mixed
Lakes - Deema 4,The Lakes Deema 4,Maturity,Villa,3675000.0,7246.434604751823,54,2012.0,Unknown / Mixed
Lakes - Deema 4,The Lakes Deema 4,Off-Plan or Launch,Villa,3442888.0,7168.626113476709,59,2008.0,Unknown / Mixed
Lakes - Deema 4,The Lakes Deema 4,Stabilized / Legacy,Villa,4182308.5,9240.14158614194,46,2016.0,Unknown / Mixed
Lakes - Ghadeer,The Lakes Ghadeer,Early Growth,Villa,3304388.0,7866.372838409376,56,2011.0,Unknown / Mixed
Lakes - Ghadeer,The Lakes Ghadeer,Maturity,Villa,3544000.0,8690.422389141382,95,2013.0,Unknown / Mixed
Lakes - Ghadeer,The Lakes Ghadeer,Off-Plan or Launch,Villa,3474888.0,9066.037780422144,67,2009.0,Unknown / Mixed
Lakes - Ghadeer,The Lakes Ghadeer,Stabilized / Legacy,Land,2727000.0,9587.259175924624,1,2019.0,Unknown / Mixed
Lakes - Ghadeer,The Lakes Ghadeer,Stabilized / Legacy,Villa,2800000.0,8196.332714788716,133,2017.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 1,Early Growth,Villa,2100000.0,3727.0649957491382,37,2019.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 1,Maturity,Villa,3250000.0,5035.628279165766,96,2021.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 1,Off-Plan or Launch,Building,58000000.0,1599.2158049670209,5,2016.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 1,Off-Plan or Launch,Land,74990561.0,253.86133952950323,1,2016.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 1,Off-Plan or Launch,Villa,2500000.0,4126.339544815558,295,2010.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 1,Stabilized / Legacy,Building,158000000.0,4305.77546198518,1,2025.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 1,Stabilized / Legacy,Villa,3438198.0,6157.230319599719,8,2025.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 2,Early Growth,Villa,2172750.0,3822.199333073154,49,2019.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 2,Maturity,Villa,3100000.0,4962.094804799646,97,2021.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 2,Off-Plan or Launch,Villa,2586800.0,4593.848866071032,254,2006.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 2,Stabilized / Legacy,Villa,3886760.0,6702.906560306637,8,2025.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 3,Early Growth,Villa,2501250.0,3894.1321565577086,53,2020.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 3,Maturity,Villa,3500000.0,5596.661180997187,125,2022.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 3,Off-Plan or Launch,Land,31138377.0,51860.1285745216,1,2017.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 3,Off-Plan or Launch,Villa,2600000.0,4432.82614047022,394,2010.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 7,Early Growth,Unit,575329.0,5547.015297029719,29,2020.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 7,Maturity,Unit,926622.0,6814.553741633697,79,2022.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 7,Off-Plan or Launch,Building,5985875.0,253.86133012373983,1,2016.0,Unknown / Mixed
Living Legends,LIVING LEGENDS PHASE 7,Off-Plan or Launch,Unit,892500.0,7583.39461112078,255,2010.0,Unknown / Mixed
Living Legends,MAYA Luxury Collection,Maturity,Villa,3979937.5,12285.428253761484,2,2025.0,Unknown / Mixed
Living Legends,MAYA Luxury Collection,Off-Plan or Launch,Land,3800000.0,638.200677164508,1,2020.0,Unknown / Mixed
Living Legends,MAYA townhouses,Early Growth,Villa,1979330.0,11518.413186129605,18,2023.0,Unknown / Mixed
Living Legends,MAYA townhouses,Maturity,Villa,1700000.0,11256.484357778363,13,2024.0,Unknown / Mixed
Living Legends,MAYA townhouses,Off-Plan or Launch,Land,800000.0,254.85742320030835,1,2020.0,Unknown / Mixed
Living Legends,The Eugene Townhouses,Early Growth,Land,22033353.0,1357.3069042711393,1,2022.0,Unknown / Mixed
Living Legends,The Eugene Townhouses,Maturity,Villa,1600000.0,8943.14468783606,75,2023.0,Unknown / Mixed
Living Legends,The Eugene Townhouses,Off-Plan or Launch,Land,5776970.0,503.1225391151134,2,2018.0,Unknown / Mixed
Liwan,QPOINT LIWAN-PLOT R008 A&B,Off-Plan or Launch,Land,24521740.0,2152.6726536918527,1,2008.0,Unknown / Mixed
Liwan,QPOINT LIWAN-PLOT R046,Off-Plan or Launch,Land,5823100.0,2152.7490240151424,1,2008.0,Unknown / Mixed
Liwan,QPOINT LIWAN-PLOT R055,Off-Plan or Launch,Land,9527181.0,3229.202594972749,1,2008.0,Unknown / Mixed
Liwan,QPOINT LIWAN-PLOT R082,Off-Plan or Launch,Land,11397344.0,3799.089339404404,1,2008.0,Unknown / Mixed
Liwan,QPOINT LIWAN-PLOT R096,Off-Plan or Launch,Land,5381956.0,2152.765177878577,1,2008.0,Unknown / Mixed
Liwan1, Qline (Qpoint phase II) R010,Early Growth,Unit,650000.0,8054.080812510591,19,2020.0,Unknown / Mixed
Liwan1, Qline (Qpoint phase II) R010,Maturity,Unit,514080.0,6460.559226481587,37,2022.0,Unknown / Mixed
Liwan1, Qline (Qpoint phase II) R010,Off-Plan or Launch,Building,11829104.0,2701.738790817504,1,2017.0,Unknown / Mixed
Liwan1, Qline (Qpoint phase II) R010,Off-Plan or Launch,Unit,667960.0,8037.825929739279,99,2017.0,Unknown / Mixed
Liwan1,180 Degree,Off-Plan or Launch,Land,39540000.0,738.6786843000515,1,2019.0,Unknown / Mixed
Liwan1,Celine By Vision,Off-Plan or Launch,Land,10308450.0,2906.2611009929574,1,2024.0,Unknown / Mixed
Liwan1,Celine By Vision,Off-Plan or Launch,Unit,813850.0,12021.576685107922,58,2025.0,Unknown / Mixed
Liwan1,Confident Lancaster,Early Growth,Unit,1342530.0,11125.372299256966,58,2024.0,Unknown / Mixed
Liwan1,Confident Lancaster,Maturity,Unit,912000.0,8799.384408645325,3,2025.0,Unknown / Mixed
Liwan1,Confident Lancaster,Off-Plan or Launch,Land,3500000.0,1372.549019607843,1,2021.0,Unknown / Mixed
Liwan1,Karma,Off-Plan or Launch,Unit,1260000.0,10690.36110298126,61,2024.0,Unknown / Mixed
Liwan1,Platinum by vision,Off-Plan or Launch,Land,10656250.0,3552.059652935647,1,2015.0,Unknown / Mixed
Liwan1,Platinum by vision,Stabilized / Legacy,Land,11000000.0,3666.642222385184,1,2023.0,Unknown / Mixed
Liwan1,Platinum by vision,Stabilized / Legacy,Unit,910000.0,10479.807996612151,85,2024.0,Unknown / Mixed
Liwan1,QPOINT LIWAN - PLOT R002,Early Growth,Unit,570000.0,6996.540658212611,15,2016.0,Unknown / Mixed
